prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3196.0,252.0,0.2422170639038086,2.9997000694274902,12,1,1756715033.8293133,1756715037.0712311
3098.0,261.0,0.21184134483337402,3.100031614303589,13,1,1756715033.9305305,1756715037.2424045
3130.0,350.0,0.264512300491333,4.507343769073486,11,1,1756715033.733744,1756715038.5056
3162.0,350.0,0.1131434440612793,4.573385000228882,16,1,1756715034.235219,1756715038.9217477
3141.0,350.0,0.13774561882019043,4.546478748321533,17,1,1756715034.336958,1756715039.0211837
3117.0,332.0,0.10235190391540527,4.426982164382935,19,1,1756715034.5427566,1756715039.0720909
3307.0,255.0,0.1418607234954834,3.4660885334014893,28,1,1756715035.4643378,1756715039.0722876
3138.0,218.0,0.861905574798584,4.222843408584595,18,1,1756715034.4383934,1756715039.5231423
3156.0,246.0,0.7049529552459717,4.811378717422485,14,1,1756715034.0317245,1756715039.5480566
3246.0,350.0,0.11603045463562012,4.8029820919036865,20,1,1756715034.6458573,1756715039.5648706
3353.0,347.0,0.12512612342834473,4.793083429336548,21,1,1756715034.747645,1756715039.665855
3471.0,335.0,0.14175748825073242,4.642393112182617,23,1,1756715034.951336,1756715039.7354872
3209.0,131.0,0.16828608512878418,2.1208484172821045,48,1,1756715037.494621,1756715039.7837563
3249.0,350.0,0.12719249725341797,4.858947277069092,22,1,1756715034.849305,1756715039.8354466
3096.0,237.0,0.1574842929840088,3.513404130935669,35,1,1756715036.1789305,1756715039.8498194
3174.0,339.0,0.13127708435058594,4.7582361698150635,25,1,1756715035.1550543,1756715040.0445683
3146.0,337.0,0.12810683250427246,4.880592584609985,27,1,1756715035.360562,1756715040.3692622
3136.0,256.0,0.14426732063293457,3.9932985305786133,38,1,1756715036.4907405,1756715040.6283064
3326.0,142.0,0.7336056232452393,3.656602382659912,37,1,1756715036.3855586,1756715040.775767
3152.0,259.0,0.14533686637878418,4.180230617523193,40,1,1756715036.6919417,1756715041.01751
3152.0,350.0,0.1370546817779541,5.423328399658203,31,1,1756715035.771913,1756715041.3322966
