prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3117.0,332.0,0.20184564590454102,3.7447519302368164,19,1,1756718940.5738928,1756718944.5204904
3246.0,350.0,0.18756341934204102,3.9138295650482178,20,1,1756718940.6756086,1756718944.777002
3353.0,347.0,0.16434764862060547,3.891082763671875,21,1,1756718940.7773478,1756718944.8327801
3471.0,335.0,0.11648201942443848,3.7750988006591797,23,1,1756718940.9813569,1756718944.8729377
3146.0,325.0,0.10966110229492188,3.8372795581817627,27,1,1756718941.3914857,1756718945.338427
3121.0,350.0,0.11098289489746094,4.199495792388916,26,1,1756718941.289299,1756718945.5997787
3117.0,350.0,0.11187362670898438,4.381649732589722,29,1,1756718941.5954554,1756718946.0889795
3156.0,246.0,0.6262295246124268,5.502929449081421,14,1,1756718940.066521,1756718946.1956806
3098.0,261.0,0.5290186405181885,6.156255006790161,13,1,1756718939.9651105,1756718946.6503847
3152.0,350.0,0.13394832611083984,4.714112043380737,31,1,1756718941.8021116,1756718946.6501727
3223.0,339.0,0.13048362731933594,4.511504650115967,33,1,1756718942.008616,1756718946.650605
3097.0,350.0,0.12019634246826172,4.655867576599121,32,1,1756718941.9059157,1756718946.6819804
3166.0,350.0,0.13036870956420898,4.829674243927002,36,1,1756718942.3172424,1756718947.277286
3196.0,252.0,0.6707456111907959,6.7881858348846436,12,1,1756718939.8636274,1756718947.322559
3138.0,218.0,1.395341396331787,5.733378648757935,18,1,1756718940.4723666,1756718947.6010873
3130.0,350.0,0.5130758285522461,7.55582070350647,11,1,1756718939.768863,1756718947.8377595
3161.0,350.0,0.13237810134887695,4.955198287963867,41,1,1756718942.8255262,1756718947.9131033
3167.0,350.0,0.13824701309204102,4.944095611572266,42,1,1756718942.929116,1756718948.011459
3212.0,350.0,0.15523099899291992,4.922672271728516,43,1,1756718943.0319881,1756718948.1098914
3282.0,331.0,0.17372727394104004,4.643335819244385,46,1,1756718943.3351989,1756718948.1522624
3194.0,350.0,0.1514902114868164,4.903065204620361,44,1,1756718943.1344118,1756718948.1889677
3160.0,350.0,0.16235828399658203,4.8637096881866455,45,1,1756718943.241225,1756718948.2672935
3326.0,142.0,2.091740608215332,4.139651775360107,37,1,1756718942.4126124,1756718948.6440053
3356.0,288.0,0.1818838119506836,4.108447790145874,56,1,1756718944.3525202,1756718948.6428525
3209.0,131.0,0.5800886154174805,4.555009841918945,48,1,1756718943.5398283,1756718948.6749268
3111.0,245.0,0.16669797897338867,3.524569272994995,63,1,1756718945.056292,1756718948.7475593
3438.0,242.0,0.19119000434875488,3.4360711574554443,65,1,1756718945.2654133,1756718948.8926752
3279.0,350.0,0.14599823951721191,4.908064603805542,53,1,1756718944.0385296,1756718949.0925932
3181.0,350.0,0.16219186782836914,4.934710264205933,54,1,1756718944.1435318,1756718949.2404344
3081.0,311.0,0.13998842239379883,4.629347324371338,60,1,1756718944.7592359,1756718949.528572
3207.0,350.0,0.1769270896911621,5.025333881378174,57,1,1756718944.4535677,1756718949.6558287
