prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3138.0,218.0,0.14111828804016113,2.323533296585083,18,1,1756717058.2007034,1756717060.6653569
3162.0,350.0,0.17097687721252441,3.596867322921753,16,1,1756717057.9972107,1756717061.765055
3117.0,332.0,0.1076505184173584,3.355367422103882,19,1,1756717058.3018954,1756717061.7649133
3141.0,350.0,0.16221404075622559,3.5648396015167236,17,1,1756717058.0985074,1756717061.8255613
3307.0,255.0,0.133345365524292,2.5686492919921875,28,1,1756717059.223563,1756717061.9255579
3246.0,350.0,0.1080930233001709,3.4855241775512695,20,1,1756717058.4043558,1756717061.9979734
3353.0,347.0,0.1099541187286377,3.4237875938415527,21,1,1756717058.5062485,1756717062.0399911
3122.0,253.0,0.17856574058532715,2.4662938117980957,30,1,1756717059.4286313,1756717062.0734909
3471.0,335.0,0.12709331512451172,3.2870469093322754,23,1,1756717058.7103605,1756717062.1245015
3117.0,350.0,0.15356993675231934,3.285224676132202,29,1,1756717059.325611,1756717062.7644057
3152.0,259.0,0.1508498191833496,2.2596371173858643,40,1,1756717060.4583118,1756717062.8687992
3097.0,350.0,0.12613201141357422,3.1993613243103027,32,1,1756717059.628577,1756717062.9540708
3473.0,350.0,0.14851069450378418,3.124087333679199,34,1,1756717059.8333929,1756717063.1059916
3395.0,328.0,0.14819884300231934,2.828875780105591,39,1,1756717060.353642,1756717063.3307173
3196.0,252.0,0.526752233505249,7.583480358123779,12,1,1756717057.5918534,1756717065.7020864
3156.0,246.0,0.8117561340332031,7.607098579406738,14,1,1756717057.7946317,1756717066.213488
3098.0,261.0,0.6498377323150635,8.042508840560913,13,1,1756717057.6932464,1756717066.3855937
3209.0,131.0,1.2888402938842773,5.1591269969940186,48,1,1756717061.2880328,1756717067.736
3152.0,199.0,0.1069791316986084,2.0361855030059814,90,1,1756717065.5963678,1756717067.7395325
3326.0,142.0,1.560394048690796,6.079864740371704,37,1,1756717060.1481216,1756717067.7883804
3104.0,291.0,1.0754742622375488,9.505820035934448,15,1,1756717057.895826,1756717068.477121
3099.0,276.0,0.17499876022338867,3.0966732501983643,88,1,1756717065.3858507,1756717068.6575234
3130.0,350.0,0.4265468120574951,11.025085210800171,11,1,1756717057.4967859,1756717068.9484186
3180.0,134.0,1.3562288284301758,4.784308195114136,66,1,1756717063.1300423,1756717069.2705808
3125.0,276.0,0.11383485794067383,3.630211114883423,95,1,1756717066.100782,1756717069.8448284
3147.0,350.0,0.20604348182678223,4.39822793006897,87,1,1756717065.286693,1756717069.8909645
