prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
6479.0,102.0,0.2695193290710449,1.3761675357818604,10,1,1756730355.511441,1756730357.1571279
7236.0,75.0,0.5800259113311768,0.9420692920684814,11,1,1756730355.6738186,1756730357.1959145
8090.0,96.0,0.6624934673309326,1.2724149227142334,9,1,1756730355.349604,1756730357.284513
7787.0,155.0,0.4904801845550537,2.137293577194214,7,1,1756730355.0259154,1756730357.6536896
7373.0,105.0,0.31011176109313965,1.1966261863708496,16,1,1756730356.4852536,1756730357.9919922
7307.0,157.0,0.35904836654663086,1.782317876815796,14,1,1756730356.160549,1756730358.301916
7701.0,140.0,0.30766725540161133,1.5076942443847656,22,1,1756730357.4479222,1756730359.2632842
8027.0,170.0,0.3319404125213623,2.0119245052337646,20,1,1756730357.1373706,1756730359.481236
7018.0,89.0,0.5948290824890137,1.693770170211792,31,1,1756730358.8825269,1756730361.1711266
7977.0,102.0,0.6384925842285156,2.240666627883911,34,1,1756730359.3629029,1756730362.2420628
8020.0,226.0,0.3362305164337158,4.598519563674927,27,1,1756730358.2459345,1756730363.180685
7292.0,120.0,1.3768110275268555,5.512321472167969,15,1,1756730356.3228872,1756730363.2120197
9009.0,166.0,0.5109891891479492,4.203741073608398,33,1,1756730359.2087896,1756730363.9235203
7896.0,129.0,0.826183557510376,3.5572147369384766,36,1,1756730359.6843624,1756730364.0677607
7906.0,213.0,0.4087517261505127,5.224575042724609,30,1,1756730358.7258234,1756730364.3591502
8502.0,126.0,0.8492579460144043,3.8902125358581543,41,1,1756730360.4892986,1756730365.2287695
7723.0,121.0,2.635946273803711,6.447170257568359,17,1,1756730356.647826,1756730365.7309432
7037.0,57.0,1.2326669692993164,2.309258460998535,57,1,1756730363.0376673,1756730366.5795927
8983.0,153.0,2.5885870456695557,8.208191156387329,13,1,1756730355.9978888,1756730366.794667
8381.0,207.0,1.529207706451416,10.390726089477539,8,1,1756730355.187754,1756730367.1076882
7112.0,95.0,0.8608620166778564,3.781219720840454,54,1,1756730362.5633879,1756730367.2054708
8422.0,93.0,1.0586209297180176,3.7408318519592285,55,1,1756730362.7192042,1756730367.5186577
7707.0,107.0,3.448451042175293,6.030900239944458,28,1,1756730358.4007568,1756730367.8801084
8484.0,99.0,4.27637505531311,5.6426308155059814,29,1,1756730358.5631273,1756730368.4821339
6853.0,259.0,0.6664273738861084,8.58461856842041,35,1,1756730359.5213695,1756730368.7724164
7710.0,232.0,0.6597721576690674,8.042706727981567,39,1,1756730360.163783,1756730368.8662632
7553.0,139.0,3.2800872325897217,7.835488557815552,24,1,1756730357.7654037,1756730368.8809803
7446.0,225.0,0.6813714504241943,7.906503200531006,40,1,1756730360.326632,1756730368.9145076
7908.0,235.0,2.0909759998321533,10.168261289596558,18,1,1756730356.8106904,1756730369.0699284
8466.0,121.0,1.1823985576629639,5.050535440444946,56,1,1756730362.8826666,1756730369.1156006
8321.0,212.0,3.236600875854492,8.943882942199707,19,1,1756730356.9735885,1756730369.1540728
7679.0,168.0,0.9287006855010986,6.794950723648071,49,1,1756730361.7689087,1756730369.4925601
6989.0,96.0,4.478645086288452,5.391117095947266,38,1,1756730360.0099223,1756730369.8796852
7646.0,246.0,0.9511785507202148,9.871369123458862,42,1,1756730360.6531007,1756730371.475649
7445.0,202.0,4.962610244750977,8.68485689163208,25,1,1756730357.9280477,1756730371.575515
7040.0,54.0,4.921546936035156,2.611765146255493,64,1,1756730364.1459653,1756730371.679278
8456.0,137.0,1.2400858402252197,6.603559255599976,65,1,1756730364.3094783,1756730372.1531246
7629.0,89.0,1.8479745388031006,4.493351697921753,75,1,1756730365.8675642,1756730372.2088912
7204.0,160.0,3.8375418186187744,9.104909420013428,37,1,1756730359.8475106,1756730372.7899623
8747.0,129.0,1.8863375186920166,6.4041361808776855,69,1,1756730364.9292598,1756730373.219734
8185.0,269.0,0.7665565013885498,11.55527400970459,45,1,1756730361.142383,1756730373.464214
9256.0,235.0,2.6492342948913574,13.259387969970703,23,1,1756730357.6101172,1756730373.5187402
7461.0,137.0,1.4884765148162842,6.925150632858276,73,1,1756730365.555041,1756730373.968669
7327.0,164.0,7.1405558586120605,7.819287538528442,32,1,1756730359.0453966,1756730374.0052407
8699.0,134.0,1.9548075199127197,6.819267272949219,71,1,1756730365.245561,1756730374.0196364
8593.0,300.0,1.872880220413208,16.376866817474365,12,1,1756730355.835863,1756730374.0856104
8035.0,187.0,1.4153437614440918,9.250257730484009,60,1,1756730363.5241456,1756730374.189748
8773.0,108.0,1.5689358711242676,5.89855694770813,84,1,1756730367.291945,1756730374.7594383
7831.0,194.0,1.5090641975402832,9.745272874832153,61,1,1756730363.676849,1756730374.9311864
7515.0,143.0,1.7720093727111816,7.449953556060791,74,1,1756730365.7094707,1756730374.9314344
8190.0,300.0,4.292823314666748,13.48481559753418,21,1,1756730357.2954276,1756730375.073067
7963.0,121.0,1.699815273284912,6.579361438751221,81,1,1756730366.821101,1756730375.1002786
7882.0,290.0,0.8673689365386963,13.053481578826904,46,1,1756730361.2965517,1756730375.2174027
8895.0,92.0,2.398857593536377,5.164805889129639,91,1,1756730368.4020813,1756730375.9657462
7081.0,34.0,5.091080665588379,1.989656686782837,95,1,1756730369.0317235,1756730376.112461
7257.0,300.0,0.846132755279541,13.903815507888794,48,1,1756730361.6065855,1756730376.3565352
7706.0,54.0,2.711146593093872,3.0330636501312256,105,1,1756730370.6164331,1756730376.3606434
