prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
7236.0,75.0,0.6893155574798584,2.067460298538208,11,1,1756737312.7387054,1756737315.495482
6479.0,102.0,0.3992421627044678,2.696876049041748,10,1,1756737312.5962799,1756737315.6923985
8090.0,96.0,0.7612588405609131,2.5145998001098633,9,1,1756737312.4546304,1756737315.7304902
7373.0,105.0,1.1247200965881348,1.854149341583252,16,1,1756737313.4476166,1756737316.4264867
7292.0,120.0,1.042165756225586,2.168351888656616,15,1,1756737313.305921,1756737316.5164394
7723.0,121.0,1.2055714130401611,1.8894538879394531,17,1,1756737313.589627,1756737316.684653
7307.0,157.0,0.8246908187866211,2.8263447284698486,14,1,1756737313.1634843,1756737316.8145204
8983.0,153.0,1.2025692462921143,2.6105847358703613,13,1,1756737313.021957,1756737316.8351114
8381.0,207.0,0.4329392910003662,4.140245199203491,8,1,1756737312.3219616,1756737316.8951473
8321.0,212.0,1.4328279495239258,2.4492244720458984,19,1,1756737313.873098,1756737317.7551503
7908.0,235.0,1.2629754543304443,2.8394954204559326,18,1,1756737313.7313027,1756737317.8337753
8593.0,300.0,0.8717610836029053,4.311660051345825,12,1,1756737312.8803103,1756737318.063732
9256.0,235.0,1.3237266540527344,2.4200186729431152,23,1,1756737314.441689,1756737318.1854348
8020.0,226.0,1.1352567672729492,2.146754264831543,27,1,1756737315.0044117,1756737318.286424
7707.0,107.0,2.0190205574035645,5.506746530532837,28,1,1756737315.1387973,1756737322.6645648
7629.0,89.0,0.4137136936187744,1.0690407752990723,75,1,1756737321.679036,1756737323.1617918
7515.0,143.0,0.2976536750793457,1.6661911010742188,74,1,1756737321.5361702,1756737323.5000162
9131.0,213.0,0.5569467544555664,2.360969066619873,68,1,1756737320.6987667,1756737323.6166828
7434.0,300.0,0.34055614471435547,3.1979432106018066,67,1,1756737320.5554507,1756737324.0939505
8027.0,170.0,1.652639389038086,8.823007106781006,20,1,1756737314.015132,1756737324.4907792
8077.0,151.0,0.3371891975402832,1.3481998443603516,83,1,1756737322.8021808,1756737324.4875705
7701.0,140.0,2.3229763507843018,8.337056159973145,22,1,1756737314.299226,1756737324.959259
8105.0,300.0,0.33692026138305664,2.737989902496338,79,1,1756737322.244333,1756737325.3192441
6989.0,96.0,3.781306266784668,5.521618604660034,38,1,1756737316.5044847,1756737325.80741
7553.0,139.0,3.0715510845184326,8.356216669082642,24,1,1756737314.5845087,1756737326.012277
8484.0,99.0,4.72692608833313,6.011570930480957,29,1,1756737315.2739987,1756737326.0124965
7018.0,89.0,5.543350696563721,5.415750741958618,31,1,1756737315.543052,1756737326.5021539
7327.0,164.0,2.897613048553467,9.062282085418701,32,1,1756737315.6770592,1756737327.6369555
7977.0,102.0,6.467390537261963,6.203478813171387,34,1,1756737315.958371,1756737328.629241
9009.0,166.0,3.739023447036743,9.31664228439331,33,1,1756737315.8148694,1756737328.8705359
7906.0,213.0,2.456458330154419,11.48371934890747,30,1,1756737315.408281,1756737329.3484588
7706.0,54.0,1.092581033706665,2.895329713821411,105,1,1756737325.8611403,1756737329.8490515
8670.0,268.0,1.567512035369873,14.007688760757446,26,1,1756737314.8613482,1756737330.4365492
7284.0,88.0,0.7052533626556396,4.442902326583862,102,1,1756737325.4404697,1756737330.5886264
7187.0,76.0,0.8744971752166748,4.0497448444366455,104,1,1756737325.725454,1756737330.6496964
7445.0,202.0,3.960811138153076,12.287790536880493,25,1,1756737314.729183,1756737330.9777853
8456.0,137.0,4.044703006744385,6.746390342712402,65,1,1756737320.270793,1756737331.0618868
8747.0,129.0,4.431870460510254,6.0698230266571045,69,1,1756737320.8406537,1756737331.3423479
8035.0,187.0,3.86590576171875,8.82189393043518,60,1,1756737319.5567646,1756737332.2445643
8552.0,148.0,0.36591601371765137,6.866370439529419,99,1,1756737325.0285385,1756737332.2608266
7710.0,232.0,4.468372583389282,11.303778171539307,39,1,1756737316.6395183,1756737332.4116693
7896.0,129.0,8.855610132217407,7.908019065856934,36,1,1756737316.2279704,1756737332.9916012
8184.0,153.0,5.703407049179077,6.113000154495239,72,1,1756737321.2594655,1756737333.0758727
7461.0,137.0,6.4588470458984375,5.262603521347046,73,1,1756737321.3928323,1756737333.1142845
7646.0,246.0,4.852949142456055,11.40168023109436,42,1,1756737317.0551908,1756737333.3098204
8190.0,300.0,1.3682739734649658,18.08903980255127,21,1,1756737314.1568873,1756737333.614201
