prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
8090.0,96.0,0.4300532341003418,1.0730338096618652,9,1,1756975040.6149619,1756975042.118049
7236.0,75.0,0.5166404247283936,0.7372012138366699,11,1,1756975040.9789512,1756975042.2327945
6479.0,102.0,0.45221757888793945,1.047152042388916,10,1,1756975040.797048,1756975042.2964182
7292.0,120.0,0.29459238052368164,1.1549289226531982,15,1,1756975041.7186093,1756975043.1681314
7690.0,55.0,2.037938356399536,2.0252859592437744,6,1,1756975040.0601218,1756975044.123347
8027.0,170.0,0.34579038619995117,3.1786305904388428,20,1,1756975042.6370175,1756975046.161439
7701.0,140.0,0.5298633575439453,2.661914587020874,22,1,1756975043.0022347,1756975046.1940126
7553.0,139.0,0.44286608695983887,2.5269503593444824,24,1,1756975043.369755,1756975046.3395722
7707.0,107.0,0.9325549602508545,1.4335246086120605,28,1,1756975044.1032417,1756975046.469322
8484.0,99.0,1.0740015506744385,1.2212843894958496,29,1,1756975044.287712,1756975046.582999
7445.0,202.0,0.788459300994873,3.059230327606201,25,1,1756975043.5537996,1756975047.40149
7373.0,105.0,1.9163801670074463,3.8821043968200684,16,1,1756975041.9003873,1756975047.6988723
9256.0,235.0,0.9059758186340332,3.752598285675049,23,1,1756975043.1865458,1756975047.8451204
7787.0,155.0,1.461439847946167,6.442851543426514,7,1,1756975040.2508566,1756975048.1551487
8020.0,226.0,0.9124979972839355,3.3866217136383057,27,1,1756975043.920368,1756975048.2194881
8190.0,300.0,0.4603273868560791,5.206623792648315,21,1,1756975042.8199103,1756975048.4868622
8983.0,153.0,1.6325178146362305,5.669607877731323,13,1,1756975041.3529325,1756975048.6550586
8670.0,268.0,0.8770706653594971,4.633627891540527,26,1,1756975043.7367418,1756975049.2474432
7906.0,213.0,1.254258632659912,3.531550884246826,30,1,1756975044.4836864,1756975049.2694967
7723.0,121.0,2.83361554145813,4.567517280578613,17,1,1756975042.0836537,1756975049.484787
7018.0,89.0,2.0089728832244873,3.223156690597534,31,1,1756975044.6625688,1756975049.894699
7112.0,95.0,0.6976127624511719,2.529909372329712,54,1,1756975048.9433577,1756975052.1708803
8381.0,207.0,2.562922477722168,9.37032961845398,8,1,1756975040.433047,1756975052.3662994
8422.0,93.0,1.1770567893981934,2.8463637828826904,55,1,1756975049.1261854,1756975053.1496062
7646.0,246.0,0.349245548248291,6.411317348480225,42,1,1756975046.7119498,1756975053.4725132
7040.0,54.0,0.7592740058898926,1.9136912822723389,64,1,1756975050.805005,1756975053.4779708
7307.0,157.0,4.276208162307739,7.738608360290527,14,1,1756975041.535272,1756975053.5500884
7679.0,168.0,0.7696452140808105,4.8150811195373535,49,1,1756975048.0121121,1756975053.5968385
7327.0,164.0,2.5671091079711914,6.244144916534424,32,1,1756975044.8458157,1756975053.6570697
7977.0,102.0,4.799864768981934,4.086180925369263,34,1,1756975045.2143314,1756975054.100377
7724.0,193.0,0.8321571350097656,5.263845682144165,50,1,1756975048.199581,1756975054.2955842
8185.0,269.0,0.47651195526123047,6.9900922775268555,45,1,1756975047.2674887,1756975054.7340937
7204.0,160.0,2.5567080974578857,6.5227954387664795,37,1,1756975045.7735589,1756975054.8530629
6443.0,300.0,0.3006570339202881,7.551032066345215,44,1,1756975047.0835266,1756975054.935216
7037.0,57.0,2.901463031768799,2.806391954421997,57,1,1756975049.5042813,1756975055.2121365
9009.0,166.0,3.4952616691589355,6.844717025756836,33,1,1756975045.0301232,1756975055.3701026
8456.0,137.0,1.1410906314849854,3.366521120071411,65,1,1756975050.9907331,1756975055.498346
7908.0,235.0,3.6179094314575195,9.658770322799683,18,1,1756975042.2704575,1756975055.5471377
7882.0,290.0,0.8223652839660645,7.474043369293213,46,1,1756975047.4528985,1756975055.7493076
6788.0,300.0,0.4100058078765869,7.733133792877197,47,1,1756975047.637447,1756975055.7805872
8321.0,212.0,4.602585077285767,8.962619304656982,19,1,1756975042.45466,1756975056.0198646
8035.0,187.0,1.073641061782837,4.979609966278076,60,1,1756975050.0640924,1756975056.117344
8747.0,129.0,1.6701898574829102,2.873208999633789,69,1,1756975051.7322862,1756975056.2756865
7257.0,300.0,0.6948502063751221,7.856611013412476,48,1,1756975047.8241544,1756975056.3756163
8502.0,126.0,4.060527324676514,6.035758972167969,41,1,1756975046.5239608,1756975056.6202478
8593.0,300.0,3.1894285678863525,12.338590621948242,12,1,1756975041.1709263,1756975056.698946
8699.0,134.0,1.556178331375122,3.202787399291992,71,1,1756975052.1125524,1756975056.8715181
8276.0,242.0,0.8360238075256348,6.544157028198242,58,1,1756975049.6891012,1756975057.0692823
6412.0,300.0,0.8012204170227051,7.981097221374512,51,1,1756975048.3867238,1756975057.1690414
7896.0,129.0,7.823710918426514,4.022927522659302,36,1,1756975045.5838935,1756975057.4305327
7180.0,300.0,0.9041171073913574,7.966295003890991,52,1,1756975048.5747504,1756975057.4451632
