prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3059.0,193.0,0.1285076141357422,1.4938464164733887,3,1,1756656819.6228678,1756656821.2452219
3059.0,150.0,0.7683136463165283,3.2681260108947754,2,1,1756656818.8219082,1756656822.858348
3069.0,223.0,0.6061158180236816,4.682257413864136,4,1,1756656818.4181647,1756656823.7065382
3304.0,300.0,0.11127281188964844,2.9070379734039307,4,2,1756656823.7508428,1756656826.769154
3063.0,51.0,0.1982407569885254,0.3952353000640869,8,1,1756656819.623995,1756656820.2174718
3139.0,300.0,0.04587960243225098,2.6049509048461914,8,2,1756656821.6358287,1756656824.2866592
3459.0,300.0,0.1446094512939453,2.751842737197876,8,3,1756656824.3540533,1756656827.250506
3058.0,261.0,0.7183170318603516,4.792729139328003,5,1,1756656819.2210577,1756656824.7321045
3390.0,300.0,0.12399578094482422,2.765449285507202,5,2,1756656824.7565298,1756656827.6459754
3093.0,235.0,0.591780424118042,3.653111219406128,10,1,1756656819.2224793,1756656823.4673717
3566.0,77.0,0.14851760864257812,0.7990889549255371,10,2,1756656823.550209,1756656824.4978163
3922.0,51.0,0.19899296760559082,2.2630999088287354,10,3,1756656825.5615125,1756656828.023606
4180.0,10.0,0.6182582378387451,0.24329829216003418,10,4,1756656828.0816863,1756656828.9432435
3168.0,244.0,0.4788486957550049,4.837278127670288,7,1,1756656818.8231778,1756656824.1393046
3427.0,162.0,0.14393377304077148,1.6008288860321045,7,2,1756656824.1532815,1756656825.8980446
3645.0,84.0,2.269653558731079,2.998636245727539,7,3,1756656826.1641042,1756656831.432394
3067.0,103.0,0.6825690269470215,2.0916738510131836,14,1,1756656820.4295592,1756656823.2038026
3227.0,128.0,0.7595629692077637,2.2138583660125732,14,2,1756656823.247138,1756656826.22056
3380.0,108.0,0.13452982902526855,0.9561340808868408,14,3,1756656826.2644916,1756656827.3551567
3538.0,131.0,0.44412708282470703,2.315328359603882,14,4,1756656828.2859895,1756656831.0454454
3704.0,137.0,0.041947126388549805,1.2172985076904297,14,5,1756656831.1003768,1756656832.3596225
3067.0,91.0,0.7993044853210449,1.5241427421569824,9,1,1756656818.4193482,1756656820.7427955
3172.0,191.0,1.0238311290740967,3.0216898918151855,9,2,1756656820.8307407,1756656824.8762622
3395.0,300.0,0.13715505599975586,2.7065582275390625,9,3,1756656824.9583972,1756656827.802111
3724.0,300.0,0.422898530960083,4.792046308517456,9,4,1756656827.880948,1756656833.0958939
3064.0,169.0,0.2199864387512207,1.4016218185424805,12,1,1756656818.8239396,1756656820.4455488
3251.0,241.0,0.6068861484527588,3.8545114994049072,12,2,1756656820.8321674,1756656825.2935658
3511.0,262.0,0.04879570007324219,2.331773042678833,12,3,1756656825.360364,1756656827.7409337
3786.0,254.0,0.14260053634643555,4.4020607471466064,12,4,1756656827.7804883,1756656832.32515
4058.0,229.0,0.05527353286743164,2.193681240081787,12,5,1756656832.4096847,1756656834.6586394
3063.0,300.0,0.727665901184082,4.939476251602173,6,1,1756656820.0245705,1756656825.691713
3378.0,231.0,1.1511943340301514,8.469151258468628,6,2,1756656825.7623823,1756656835.382728
3073.0,10.0,1.9558300971984863,0.4533662796020508,21,1,1756656826.0671127,1756656828.4763095
3108.0,16.0,0.5884749889373779,0.40659475326538086,21,2,1756656828.486928,1756656829.481999
3162.0,30.0,3.294288158416748,2.3414223194122314,21,3,1756656830.4962764,1756656836.1319876
3310.0,22.0,0.7029643058776855,0.764214038848877,21,4,1756656836.1512358,1756656837.6184142
3394.0,19.0,1.31764817237854,0.7283220291137695,21,5,1756656838.1659725,1756656840.2119431
3076.0,113.0,0.7491402626037598,2.689054489135742,11,1,1756656818.0023997,1756656821.4405947
3226.0,125.0,0.14680075645446777,1.042954921722412,11,2,1756656821.5353131,1756656822.7250688
3377.0,234.0,0.06670522689819336,2.3702688217163086,11,3,1756656823.5516765,1756656825.9886513
3648.0,150.0,1.2577128410339355,8.37515377998352,11,4,1756656826.063643,1756656835.6965113
